merge_id,num_chunks,total_resolution_pattern
24034,2,THEIRS|THEIRS
24037,1,OURS
24040,5,BASE|NON|THEIRS|THEIRS|NON
24047,2,THEIRS|BASE
24048,82,OURS|OURS|NON|NON|NON|NON|THEIRS|THEIRS|NON|NON|NON|NON|THEIRS|THEIRS|OURS|NON|NON|THEIRS|NON|THEIRS|NON|OURS|THEIRS|NON|THEIRS|OURS|NON|NON|NON|NON|NON|NON|NON|OURS|OURS|NON|NON|THEIRS|NON|THEIRS|OURS|NON|NON|NON|NON|OURS|OURS|OURS|NON|NON|NON|NON|NON|NON|OURS|NON|NON|NON|NON|NON|NON|NON|NON|NON|NON|NON|NON|NON|NON|THEIRS|NON|NON|NON|NON|NON|NON|NON|NON|NON|NON|NON|NON
24073,1,OURS
24082,4,OURS|OURS|OURS|OURS
24083,1,OURSTHEIRS
24086,6,THEIRS|NON|NON|OURS|OURSTHEIRS|THEIRS
24088,10,OURSTHEIRS|THEIRS|NON|NON|NON|NON|NON|NON|OURS|NON
24101,1,OURS
24112,7,OURS|OURS|NON|NON|NON|THEIRS|THEIRS
24142,11,OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|NON
24149,2,THEIRS|NON
24155,2,OURS|OURS
24159,1,OURS
24163,2,THEIRS|OURS
24181,1,NON
24194,3,OURS|OURS|OURS
24203,1,THEIRS
24206,1,NON
24208,73,OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS
24212,1,NON
24213,1,OURSTHEIRS
24219,2,OURS|OURS
24241,3,NON|NON|NON
24272,2,NON|OURS
24290,14,OURS|OURS|NON|OURS|OURS|OURS|OURS|THEIRS|OURS|OURS|OURS|OURS|OURS|NON
24297,1,NON
24298,1,THEIRS
24307,1,THEIRS
24312,1,THEIRS
24314,5,OURS|OURSTHEIRS|THEIRS|NON|NON
24325,2,NON|OURS
24333,3,OURS|THEIRS|THEIRS
24337,11,THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS
24344,1,THEIRS
24346,10,OURS|THEIRS|THEIRS|OURS|NON|THEIRS|NON|NON|THEIRS|OURS
24405,9,THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|OURS|THEIRS|THEIRS
24406,1,OURS
24411,4,OURS|OURS|OURS|OURS
24414,1,NON
24419,14,THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS
24425,1,OURS
24434,3,OURS|NON|NON
24438,1,THEIRS
24443,4,OURS|OURS|OURS|OURS
24449,1,NON
24471,1,NON
24485,1,OURS
24515,3,OURS|OURS|OURS
24516,9,OURS|OURSBASE|OURS|OURS|NON|NON|NON|NON|NON
24519,1,OURS
24554,33,THEIRS|OURS|NON|NON|THEIRS|THEIRS|NON|NON|NON|NON|NON|NON|NON|OURSTHEIRS|OURSTHEIRS|NON|OURS|THEIRS|NON|THEIRS|NON|NON|NON|NON|OURS|OURS|OURS|THEIRS|NON|NON|NON|NON|BASE
24563,21,OURS|NON|NON|NON|NON|NON|NON|NON|NON|NON|NON|NON|NON|NON|NON|NON|NON|NON|NON|NON|NON
24568,2,THEIRS|THEIRS
24581,1,OURSTHEIRS
24595,2,THEIRS|OURSTHEIRS
24600,3,OURS|OURS|OURS
24618,5,OURS|OURS|OURS|OURS|OURS
24626,1,THEIRS
24630,5,THEIRS|NON|NON|NON|OURSTHEIRS
24643,1,THEIRS
24645,1,OURS
24674,2,OURS|OURS
24677,1,OURS
24688,12,BASE|THEIRS|BASE|OURS|OURS|OURS|OURS|NON|BASE|OURS|THEIRS|OURS
24692,2,OURS|OURS
24717,1,OURSTHEIRS
24739,4,OURS|OURS|NON|THEIRS
24755,1,NON
24774,22,OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS
24787,5,NON|THEIRS|OURS|OURS|OURS
24797,1,NON
24798,3,NON|THEIRS|THEIRS
24803,1,OURS
24812,1,THEIRS
24863,1,OURSTHEIRS
24866,2,OURS|OURS
24872,1,THEIRS
24877,1,THEIRS
24882,6,OURS|OURS|OURS|OURS|OURS|OURS
24885,1,OURS
24887,7,OURSTHEIRS|OURS|OURS|NON|NON|NON|OURS
24889,1,NON
24907,1,OURS
24910,2,THEIRS|OURSTHEIRS
24912,1,BASE
24940,81,OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS
24944,5,THEIRS|OURS|OURS|OURS|OURS
24950,1,OURS
24952,5,NON|OURS|NON|OURS|OURS
24954,3,NON|NON|NON
24955,2,BASE|OURSTHEIRS
24990,1,OURSTHEIRS
24991,1,THEIRS
24992,1,OURS
25004,11,OURSTHEIRS|OURS|OURS|OURS|NON|THEIRS|THEIRS|NON|THEIRS|THEIRS|NON
25008,3,THEIRS|OURS|THEIRS
25014,1,OURS
25022,1,NON
25025,15,THEIRS|THEIRS|THEIRS|NON|OURSTHEIRS|OURS|OURSTHEIRS|THEIRS|OURS|NON|NON|THEIRS|OURS|OURS|THEIRS
25026,8,THEIRS|THEIRS|THEIRS|OURS|THEIRS|THEIRS|OURS|THEIRS
25034,3,NON|BASE|NON
25046,98,THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS
25048,2,OURSBASE|OURS
25053,2,NON|OURS
25058,1,THEIRS
25066,2,OURS|OURS
25075,2,THEIRS|THEIRS
25081,10,THEIRS|NON|NON|THEIRS|NON|THEIRS|THEIRS|THEIRS|NON|THEIRS
25099,1,NON
25104,9,OURSTHEIRS|OURSTHEIRS|OURSTHEIRS|NON|THEIRS|NON|OURS|OURSTHEIRS|NON
25107,1,OURSTHEIRS
25126,2,OURS|NON
25136,52,OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS
25141,1,THEIRS
25177,1,THEIRS
25184,2,NON|NON
25185,3,OURSTHEIRS|OURS|OURS
25242,7,THEIRS|NON|THEIRS|NON|THEIRS|NON|OURS
25245,1,NON
25266,1,OURS
25277,2,THEIRS|OURS
25281,3,BASE|OURSTHEIRS|OURS
25293,6,NON|THEIRS|NON|OURS|OURS|OURS
25315,2,THEIRS|OURS
25317,8,OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS
25327,406,OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS
25328,19,OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|NON|OURS|OURS|NON|NON|NON|NON|NON|NON|NON|OURS
25333,3,OURS|OURS|OURS
25340,1,THEIRS
25341,1,OURSTHEIRS
25342,1,OURSTHEIRS
25343,1,THEIRS
25351,1,OURS
25372,11,THEIRS|OURS|THEIRS|THEIRS|THEIRS|OURS|OURS|OURS|NON|OURS|NON
25386,1,THEIRS
25399,1,THEIRS
25415,4,THEIRS|OURS|NON|OURS
25425,1,THEIRS
25427,2,THEIRS|THEIRS
25429,5,THEIRS|THEIRS|OURS|OURSTHEIRS|THEIRS
25433,1,OURS
25440,1,OURS
25457,3,THEIRS|THEIRS|THEIRS
25458,1,NON
25466,3,OURS|OURS|NON
25469,1,THEIRS
25474,4,THEIRS|THEIRS|OURS|OURS
25486,1,THEIRS
25516,1,OURS
25553,1,OURS
25574,2,OURS|OURS
25582,1,OURS
25587,1,OURS
25593,1,THEIRS
25608,1,NON
25615,3,THEIRS|THEIRS|THEIRS
25620,2,BASE|OURS
25624,6,THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS
25632,4,NON|NON|NON|NON
25641,1,OURS
25642,5,BASETHEIRS|THEIRS|THEIRS|THEIRS|THEIRS
25656,3,OURS|OURS|OURS
25709,2,THEIRS|THEIRS
25711,34,OURSTHEIRS|NON|THEIRS|THEIRS|THEIRS|NON|NON|THEIRS|OURS|THEIRS|NON|OURS|OURS|BASE|THEIRS|OURSTHEIRS|OURSBASE|OURS|OURS|OURS|OURS|OURS|OURS|OURSTHEIRS|NON|OURSTHEIRS|OURSTHEIRS|OURS|THEIRS|OURS|OURS|OURS|OURS|OURS
25751,3,THEIRS|NON|NON
25760,3,OURS|OURS|OURS
25769,2,OURS|OURS
25777,2,OURS|NON
25787,9,NON|NON|NON|NON|NON|NON|NON|NON|NON
25791,9,OURS|THEIRS|THEIRS|THEIRS|NON|NON|NON|OURS|OURS
25807,1,THEIRS
25808,2,THEIRS|THEIRS
25815,2,THEIRS|THEIRS
25824,1,THEIRS
25828,1,OURSTHEIRS
25860,4,NON|OURS|OURS|NON
25882,2,THEIRS|OURS
25899,1,OURS
25905,4,NON|THEIRS|NON|NON
25919,6,OURSTHEIRS|OURSTHEIRS|NON|OURSTHEIRS|OURSTHEIRS|OURSTHEIRS
25922,1,OURS
25946,1,OURS
25952,6,OURS|THEIRS|OURSTHEIRS|NON|OURS|NON
25957,2,OURSTHEIRS|OURS
25962,10,BASE|OURS|NON|OURS|OURS|OURS|OURS|OURSBASE|NON|OURSTHEIRS
25968,2,OURS|NON
25979,2,THEIRS|THEIRS
25991,4,OURS|OURS|OURS|NON
25998,1,THEIRS
26007,28,OURSTHEIRS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURSTHEIRS
26022,3,NON|THEIRS|NON
26039,1,NON
26054,5,NON|NON|NON|NON|NON
26060,2,OURS|OURS
26074,1,OURS
26081,3,THEIRS|THEIRS|THEIRS
26111,1,OURS
26125,1,OURS
26138,2,OURS|OURS
26145,2,THEIRS|THEIRS
26150,8,THEIRS|OURS|OURS|NON|THEIRS|OURS|NON|NON
26158,3,OURS|OURS|NON
26164,3,THEIRS|NON|NON
26199,1,THEIRS
26204,4,OURS|OURS|OURS|OURS
26209,5,OURSTHEIRS|OURSTHEIRS|NON|OURSTHEIRS|NON
26210,1,NON
26213,2,NON|OURS
26231,2,NON|THEIRS
26255,72,OURS|OURS|OURS|OURS|OURS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|OURS|OURS|OURS|OURS|OURS
26276,15,OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS
26282,16,NON|OURS|THEIRS|NON|NON|OURSTHEIRS|NON|OURSTHEIRS|NON|NON|THEIRS|THEIRS|OURS|THEIRS|THEIRS|THEIRS
26286,28,OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS
26287,22,THEIRS|OURS|NON|NON|NON|OURS|OURS|OURS|OURS|THEIRS|OURS|OURS|NON|NON|NON|OURS|OURS|OURS|OURS|OURS|OURS|OURS
26293,19,THEIRS|OURS|OURS|THEIRS|THEIRS|THEIRS|OURS|THEIRS|OURS|OURS|OURS|OURS|OURS|THEIRS|OURS|OURS|THEIRS|THEIRS|THEIRS
26299,1,OURS
26329,42,OURS|NON|THEIRS|THEIRS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|THEIRS|THEIRS|OURSTHEIRS|OURS|OURS|OURS|OURS|OURS|OURS|NON|NON|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS
26335,9,OURS|OURS|OURS|OURS|NON|NON|OURS|OURS|OURS
26351,1,NON
26362,5,NON|NON|NON|OURS|OURS
26411,5,OURSTHEIRS|NON|NON|NON|NON
26417,1,NON
26420,2,NON|NON
26442,78,OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS
26444,1,THEIRS
26447,8,OURS|BASETHEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|OURSBASE
26459,1,OURS
26468,4,NON|NON|NON|NON
26473,1,BASE
26480,1,NON
26497,12,THEIRS|THEIRS|THEIRS|THEIRS|NON|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS
26509,1,OURSTHEIRS
26515,1,OURS
26519,11,OURS|NON|OURS|NON|NON|OURS|OURS|NON|OURS|NON|NON
26523,36,OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS
26546,2,NON|BASE
26554,1,NON
26558,7,NON|NON|NON|NON|NON|OURS|NON
26570,1,OURSTHEIRS
26576,50,OURS|NON|NON|OURS|NON|NON|OURS|OURS|OURS|OURS|OURS|NON|OURS|OURS|OURSTHEIRS|OURS|BASE|OURS|THEIRS|NON|NON|NON|NON|OURS|OURS|OURS|OURS|OURS|OURS|NON|OURS|NON|OURS|OURS|OURS|THEIRS|OURS|OURS|OURS|NON|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|NON|OURS
26579,1,NON
26585,3,OURS|OURS|OURS
26586,1,THEIRS
26606,4,BASE|NON|THEIRS|OURS
26611,4,OURSTHEIRS|OURSTHEIRS|OURSTHEIRS|OURSTHEIRS
26612,9,THEIRS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS
26629,2,BASE|THEIRS
26635,1,THEIRS
26640,1,THEIRS
26647,3,OURS|OURS|OURS
26658,8,OURS|OURS|OURSBASE|THEIRS|OURS|OURS|OURS|OURS
26661,1,OURSTHEIRS
26684,28,NON|NON|NON|NON|NON|NON|NON|NON|NON|NON|NON|NON|NON|NON|NON|NON|NON|NON|NON|NON|NON|NON|NON|NON|NON|NON|NON|NON
26685,4,OURS|THEIRS|OURS|OURS
26700,1,OURS
26733,13,NON|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS
26752,1,OURSTHEIRS
26756,21,THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|NON|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS
26761,2,OURS|OURS
26762,1,THEIRS
26770,1,THEIRS
26783,6,OURS|OURS|OURS|NON|NON|THEIRS
26787,1,OURS
26797,2,OURS|OURS
26807,1,OURSTHEIRS
26810,1,NON
26821,1,OURS
26843,1,NON
26844,1,NON
26861,2,NON|OURS
26873,2,NON|OURS
26875,100,OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS
26883,6,OURS|OURS|OURS|OURS|OURS|OURS
26884,1,OURS
26902,1,OURSTHEIRS
26905,5,OURSTHEIRS|THEIRS|NON|NON|BASE
26914,1,THEIRS
26922,1,THEIRS
26923,1,NON
26926,1,OURSTHEIRS
26927,1,NON
26936,6,BASE|OURS|NON|OURS|OURS|OURS
26938,1,NON
26963,5,NON|NON|NON|OURS|THEIRS
26964,12,NON|NON|THEIRS|NON|NON|NON|OURSTHEIRS|OURS|NON|NON|OURS|THEIRS
26970,1,OURSTHEIRS
26973,3,NON|THEIRS|THEIRS
26979,100,OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS
27002,1,OURSTHEIRS
27006,48,NON|THEIRS|THEIRS|NON|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|NON|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|NON|NON|OURS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|NON|THEIRS|NON|NON|THEIRS|NON|NON|THEIRS|NON|THEIRS|THEIRS|THEIRS|THEIRS|NON|NON|THEIRS|THEIRS|THEIRS|OURS|NON
27014,14,BASE|BASE|THEIRS|THEIRS|THEIRS|BASE|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS
27040,2,NON|NON
27041,107,THEIRS|BASETHEIRS|THEIRS|THEIRS|THEIRS|OURSTHEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|NON|BASE|OURS|BASETHEIRS|THEIRS|THEIRS|THEIRS|OURSTHEIRS|NON|THEIRS|THEIRS|OURS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|OURS|THEIRS|THEIRS|OURSTHEIRS|OURSTHEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|NON|THEIRS|THEIRS|BASE|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|BASETHEIRS|BASETHEIRS|THEIRS|THEIRS|THEIRS|THEIRS|NON|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|OURSTHEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|OURS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|OURS|THEIRS|THEIRS|THEIRS|OURSBASE|THEIRS|NON|NON|THEIRS|THEIRS|THEIRS|BASE|BASE|THEIRS|BASE|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS
27059,1,NON
27066,1,OURS
27073,3,OURS|OURS|OURS
27086,1,THEIRS
27100,1,OURSTHEIRS
27108,3,NON|NON|THEIRS
27122,1,NON
27126,1,BASE
27128,9,THEIRS|OURS|OURS|THEIRS|THEIRS|THEIRS|BASE|OURS|OURS
27139,1,NON
27140,6,THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS
27147,1,OURSTHEIRS
27170,2,OURS|OURS
27191,1,NON
27192,2,OURS|OURS
27193,1,OURS
27194,2,OURS|OURS
27196,109,OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|NON|OURS|NON|NON|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|NON|NON|NON|NON|NON|NON|NON|NON|NON|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS
27197,1,OURSTHEIRS
27200,5,NON|NON|NON|OURSTHEIRS|NON
27203,3,OURS|OURS|OURS
27210,2,OURS|THEIRS
27223,1,OURS
27239,1,NON
27267,1,THEIRS
27273,1,NON
27283,2,OURS|OURS
27308,1,NON
27354,1,THEIRS
27371,1,THEIRS
27376,6,OURS|OURS|OURS|OURS|OURS|OURS
27384,5,OURS|OURS|OURS|OURS|OURS
27397,1,OURS
27400,1,OURSTHEIRS
27416,6,THEIRS|THEIRS|THEIRS|OURS|OURS|THEIRS
27441,1,THEIRS
27473,2,OURS|OURS
